endpoint,year,session_key,file_path,row_count,file_size_bytes
drivers,2023,7779.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=7779.jsonl,20,8183
drivers,2023,7787.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=7787.jsonl,20,8183
drivers,2023,7953.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=7953.jsonl,20,8183
drivers,2023,9069.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9069.jsonl,19,7773
drivers,2023,9070.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9070.jsonl,20,8183
drivers,2023,9078.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9078.jsonl,20,8183
drivers,2023,9094.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9094.jsonl,20,8183
drivers,2023,9102.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9102.jsonl,20,8183
drivers,2023,9110.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9110.jsonl,20,8183
drivers,2023,9117.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9117.jsonl,20,8183
drivers,2023,9118.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9118.jsonl,20,8183
drivers,2023,9126.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9126.jsonl,20,8183
drivers,2023,9133.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9133.jsonl,20,8070
drivers,2023,9140.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9140.jsonl,20,8070
drivers,2023,9141.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9141.jsonl,20,8070
drivers,2023,9149.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9149.jsonl,20,8058
drivers,2023,9157.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9157.jsonl,20,8058
drivers,2023,9165.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9165.jsonl,19,7651
drivers,2023,9173.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9173.jsonl,20,8058
drivers,2023,9181.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9181.jsonl,20,8070
drivers,2023,9205.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9205.jsonl,20,8070
drivers,2023,9212.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9212.jsonl,20,8070
drivers,2023,9213.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9213.jsonl,20,8070
drivers,2023,9220.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9220.jsonl,20,8058
drivers,2023,9221.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2023/session_key=9221.jsonl,20,8058
drivers,2024,9472.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9472.jsonl,20,8776
drivers,2024,9480.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9480.jsonl,20,8636
drivers,2024,9488.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9488.jsonl,19,8336
drivers,2024,9496.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9496.jsonl,20,8776
drivers,2024,9506.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9506.jsonl,20,8776
drivers,2024,9507.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9507.jsonl,20,8776
drivers,2024,9515.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9515.jsonl,20,8776
drivers,2024,9523.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9523.jsonl,20,8776
drivers,2024,9531.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9531.jsonl,20,8776
drivers,2024,9539.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9539.jsonl,20,8776
drivers,2024,9549.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9549.jsonl,20,8776
drivers,2024,9550.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9550.jsonl,20,8776
drivers,2024,9558.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9558.jsonl,20,8776
drivers,2024,9566.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9566.jsonl,20,8776
drivers,2024,9574.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9574.jsonl,20,8776
drivers,2024,9582.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9582.jsonl,20,8776
drivers,2024,9590.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9590.jsonl,20,8634
drivers,2024,9598.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9598.jsonl,20,8481
drivers,2024,9606.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9606.jsonl,20,8634
drivers,2024,9616.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9616.jsonl,20,8472
drivers,2024,9617.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9617.jsonl,20,8472
drivers,2024,9625.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9625.jsonl,20,8472
drivers,2024,9635.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9635.jsonl,20,8319
drivers,2024,9636.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9636.jsonl,20,8319
drivers,2024,9644.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2024/session_key=9644.jsonl,20,8472
drivers,2025,10006.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=10006.jsonl,20,8794
drivers,2025,10014.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=10014.jsonl,20,8794
drivers,2025,10022.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=10022.jsonl,20,8794
drivers,2025,10028.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=10028.jsonl,20,8794
drivers,2025,10033.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=10033.jsonl,20,8794
drivers,2025,9858.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9858.jsonl,20,8643
drivers,2025,9864.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9864.jsonl,20,8643
drivers,2025,9869.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9869.jsonl,20,8643
drivers,2025,9877.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9877.jsonl,20,8643
drivers,2025,9883.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9883.jsonl,20,8643
drivers,2025,9888.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9888.jsonl,20,8643
drivers,2025,9896.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9896.jsonl,20,8643
drivers,2025,9904.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9904.jsonl,20,8643
drivers,2025,9912.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9912.jsonl,20,8643
drivers,2025,9920.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9920.jsonl,20,8643
drivers,2025,9928.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9928.jsonl,20,8643
drivers,2025,9934.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9934.jsonl,20,8643
drivers,2025,9939.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9939.jsonl,20,8643
drivers,2025,9947.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9947.jsonl,20,8643
drivers,2025,9955.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9955.jsonl,20,8643
drivers,2025,9963.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9963.jsonl,20,8643
drivers,2025,9971.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9971.jsonl,19,8207
drivers,2025,9979.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9979.jsonl,20,8643
drivers,2025,9987.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9987.jsonl,20,8643
drivers,2025,9993.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9993.jsonl,20,8774
drivers,2025,9998.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/drivers/year=2025/session_key=9998.jsonl,20,8774
laps,2023,7779.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=7779.jsonl,945,506755
laps,2023,7787.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=7787.jsonl,1006,520385
laps,2023,7953.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=7953.jsonl,1058,585201
laps,2023,9069.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9069.jsonl,309,165568
laps,2023,9133.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9133.jsonl,1255,633565
laps,2023,9140.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9140.jsonl,210,114775
laps,2023,9141.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9141.jsonl,817,447946
laps,2023,9149.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9149.jsonl,1344,704090
laps,2023,9157.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9157.jsonl,968,515249
laps,2023,9165.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9165.jsonl,1091,578328
laps,2023,9173.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9173.jsonl,886,474217
laps,2023,9181.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9181.jsonl,1286,656705
laps,2023,9189.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9189.jsonl,949,486366
laps,2023,9197.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9197.jsonl,1159,607912
laps,2023,9204.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9204.jsonl,480,242763
laps,2023,9205.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9205.jsonl,1112,561906
laps,2023,9212.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9212.jsonl,379,193896
laps,2023,9213.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9213.jsonl,1017,520471
laps,2023,9220.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9220.jsonl,323,168841
laps,2023,9221.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2023/session_key=9221.jsonl,1009,528361
laps,2024,9472.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9472.jsonl,1129,627120
laps,2024,9480.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9480.jsonl,902,484539
laps,2024,9488.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9488.jsonl,998,518027
laps,2024,9496.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9496.jsonl,908,487596
laps,2024,9506.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9506.jsonl,345,185044
laps,2024,9507.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9507.jsonl,1112,597390
laps,2024,9515.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9515.jsonl,1239,635741
laps,2024,9523.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9523.jsonl,1237,634442
laps,2024,9531.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9531.jsonl,1272,637284
laps,2024,9539.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9539.jsonl,1310,672236
laps,2024,9549.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9549.jsonl,460,233198
laps,2024,9550.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9550.jsonl,1407,713334
laps,2024,9558.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9558.jsonl,962,516846
laps,2024,9566.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9566.jsonl,1356,688040
laps,2024,9635.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9635.jsonl,479,242664
laps,2024,9636.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9636.jsonl,1137,576612
laps,2024,9644.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9644.jsonl,940,482087
laps,2024,9654.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9654.jsonl,380,199486
laps,2024,9655.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9655.jsonl,944,495824
laps,2024,9662.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9662.jsonl,1037,544364
laps,2024,9672.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9672.jsonl,379,196887
laps,2024,9673.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2024/session_key=9673.jsonl,1033,536822
laps,2025,9693.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9693.jsonl,928,481581
laps,2025,9839.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9839.jsonl,1156,613971
laps,2025,9845.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9845.jsonl,380,201828
laps,2025,9850.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9850.jsonl,1070,568252
laps,2025,9858.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9858.jsonl,888,461694
laps,2025,9864.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9864.jsonl,444,227498
laps,2025,9869.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9869.jsonl,1252,642534
laps,2025,9877.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9877.jsonl,1266,656944
laps,2025,9883.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9883.jsonl,320,165908
laps,2025,9888.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9888.jsonl,1067,554425
laps,2025,9896.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9896.jsonl,1229,653204
laps,2025,9904.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9904.jsonl,968,526520
laps,2025,9912.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9912.jsonl,976,506845
laps,2025,9920.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9920.jsonl,1365,725078
laps,2025,9928.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9928.jsonl,1369,702902
laps,2025,9934.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9934.jsonl,298,165496
laps,2025,9939.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9939.jsonl,879,489029
laps,2025,9947.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9947.jsonl,827,448805
laps,2025,9955.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9955.jsonl,1128,578686
laps,2025,9963.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9963.jsonl,1349,676000
laps,2025,9971.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9971.jsonl,1204,617382
laps,2025,9979.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9979.jsonl,1425,731019
meetings,2023,,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2023/meetings.jsonl,24,19105
meetings,2024,,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2024/meetings.jsonl,25,19867
meetings,2025,,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2025/meetings.jsonl,25,19904
pit,2023,9102.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9102.jsonl,43,8330
pit,2023,9110.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9110.jsonl,33,6390
pit,2023,9117.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9117.jsonl,11,2133
pit,2023,9118.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9118.jsonl,63,12189
pit,2023,9126.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9126.jsonl,24,4652
pit,2023,9133.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9133.jsonl,36,6972
pit,2023,9140.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9140.jsonl,10,1927
pit,2023,9141.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9141.jsonl,37,7159
pit,2023,9149.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9149.jsonl,101,19632
pit,2023,9157.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9157.jsonl,25,4847
pit,2023,9165.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9165.jsonl,25,4845
pit,2023,9173.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9173.jsonl,43,8329
pit,2023,9181.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9181.jsonl,38,7433
pit,2023,9189.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9189.jsonl,31,6005
pit,2023,9197.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9197.jsonl,37,7168
pit,2023,9205.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9205.jsonl,67,13016
pit,2023,9213.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9213.jsonl,36,6975
pit,2023,9220.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9220.jsonl,3,582
pit,2023,9221.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9221.jsonl,54,10462
pit,2024,9472.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9472.jsonl,43,8330
pit,2024,9480.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9480.jsonl,19,3668
pit,2024,9550.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9550.jsonl,45,8718
